BoroName,NTAName,id,mhinc_70,mhinc_80,mhinc_90,mhinc_00,mhinc_10,pcol_70,pcol_80,pcol_90,pcol_00,pcol_10,70_HINC70,70_MHMVAL7,70_MRENT70,00_MHMVAL0,00_MRENT00,10_mrent0a,10_mhmval0,70_POP70,70_WHITE70,70_BLACK70,80_POP80,80_NHWHT80,80_NHBLK80,80_MHMVAL8,80_MRENT80,90_POP90,90_NHWHT90,90_NHBLK90,90_MHMVAL9,90_MRENT90,00_POP00,00_NHWHT00,00_NHBLK00,10_pop10,10_nhwht10,10_nhblk10
Brooklyn,Bath Beach,36047017000,0,17888,32917,47569,59643,3,5,14,26,21,9695.652074,29565.21591,110.1666644,289900,640,918,709700,3351.00003745034,3341.00003733858,0,2881.00003219768,2809,3,62500.0006984919,221.000002469867,2567.00002868846,2401.00002683327,2,235400.0026308,529.000005912036,2882,2181,9,3254,1829,16
Brooklyn,Bath Beach,36047017200,0,16616,34115,34617,46250,4,4,13,18,22,10041.95843,28139.5343,101.779664,292500,651,872,663900,3050.00007101335,3045.00007089693,2,2843.00006619375,2763,0,61691.0014363555,211.000004912727,2507.00005837064,2305.00005366746,3,230300.00536209,490.000011408702,2892,2024,1,2931,1583,18
Brooklyn,Bath Beach,36047017800,7700,10355,27500,31652,52327,3,4,8,19,12,7700,21562.5,75.99099256,331100,657,1013,631600,2235.00001665205,2084.00001552701,144,2169.00001616031,1933,86,50882.0003791004,183.000001363456,1992.00001484156,1512.00001126528,38,196900.001467019,437.000003255904,2579,1449,19,2898,1185,24
Brooklyn,Bensonhurst West,36047018600,0,14477,27188,37667,45417,4,6,13,17,24,7977.273019,26842.10526,95.39473531,286000,712,788,629200,2149,2148,0,1825,1780,0,62458,213,1663,1573,2,233300,503,1848,1379,2,2124,1072,28
Brooklyn,Bensonhurst West,36047018800,0,15199,32384,38512,72530,3,8,10,19,20,10537.73666,27948.71788,96.07142642,273800,763,1058,697700,2875,2867,1,2468,2415,0,59911,223,2213,2034,0,225000,522,2615,1908,3,2640,1482,16
Brooklyn,Bensonhurst West,36047019000,0,12908,23880,30786,36913,3,6,9,14,23,7993.750229,23125,74.3548374,275000,635,896,663500,3840.00001430511,3816.00001421571,10,3484.00001297891,3287,7,57826.0002154186,180.000000670552,3582.00001334399,2759.00001027808,2,273200.001017749,461.000001717359,4595,2311,25,4782,1669,52
Brooklyn,Borough Park,36047019200,6875,14081,29667,33839,37120,5,4,14,16,12,6875,26666.66667,79.125,333300,684,929,636900,2337.00004570652,2325.00004547182,4,1972.00003856793,1791,0,47500.0009289943,182.000003559515,1787.00003494974,1359.00002657902,6,201900.003948715,455.000008898787,2320,1245,21,2772,1437,28
Brooklyn,Dyker Heights,36047019400,0,12160,21385,32500,32327,6,12,6,16,19,7296.296533,18333.33399,74.78260754,278900,651,932,575000,2566.0000316645,2376.0000293199,96,2436.0000300603,2209,0,46500.0005738111,181.000002233544,2187.00002698763,1519.0000187445,0,225000.002776505,456.000005627051,3070,1287,9,3305,982,26
Brooklyn,Clinton Hill,36047019500,0,13080,33897,42587,50938,22,26,35,44,51,6282.609,27857.14286,103.9906093,161000,673,1031,389800,4370.99991858378,2516.99995311722,1733,3857.99992813915,1088,2205,59999.9988824129,231.999995678663,4030.99992491677,838.999984372407,2435,289999.994598329,455.999991506338,3821,775,2188,3366,1320,1341
Brooklyn,Dyker Heights,36047019600,0,11622,27331,36092,43421,2,6,13,14,15,8011.765094,24218.75,81.64233507,292800,690,1016,682600,4000.00005960464,3987.00005941093,2,3577.00005330145,3492,0,49474.00073722,180.000002682209,3232.00004816055,2883.00004296005,7,195300.002910197,452.000006735325,3849,2374,23,4353,1969,28
Brooklyn,Clinton Hill,36047019700,0,13236,33234,48885,69089,20,27,48,52,59,6223.880454,21590.90865,118.2407351,195400,813,1253,462100,3145.99999560509,1280.99999821046,1711,3525.99999507423,853,2320,55155.999922948,244.999999657739,3612.9999949527,749.999998952262,2441,243199.999660254,493.99999930989,3577,751,2235,3313,1355,1395
Brooklyn,Dyker Heights,36047019800,0,15096,32800,43527,34653,2,5,17,26,20,9372.092982,24621.21266,92.39130632,310800,718,980,637800,1971,1962,1,1830,1813,0,62923,225,1699,1619,1,220200,529,1710,1485,8,1702,1141,10
Brooklyn,Dyker Heights,36047020400,0,21383,48403,52321,66757,8,19,22,25,24,11904.76178,29222.22328,119.2105216,285600,836,1007,646000,2374.00003537536,2362.00003519654,1,2012.00002998114,1970,0,65510.0009761751,237.000003531575,1768.00002634525,1724.0000256896,0,241200.00359416,560.00000834465,1960,1769,5,1708,1382,10
Brooklyn,Dyker Heights,36047020800,0,17440,32097,46544,48469,4,5,15,26,19,9939.024557,28472.22338,91.28571429,288200,759,915,641500,2868,2857,0,2775,2689,1,59878,206,2424,2192,0,212500,502,2657,1809,12,3048,1342,22
Brooklyn,Dyker Heights,36047021000,9420,14416,26964,33333,53586,3,5,15,18,23,9420,23000,81.66666667,304000,652,934,711500,3484,3463,4,3067,2856,1,48571,188,2811,2342,4,181900,429,3307,2017,10,3968,1645,33
Brooklyn,Dyker Heights,36047021200,0,13921,23383,29179,47386,2,3,9,15,23,8695.652305,28333.33333,79.07103495,297400,594,879,714000,3574.99995338731,3554.99995364808,4,2957.99996143207,2777,6,61896.999192955,178.999997666106,2958.99996141903,2321.99996972457,16,239799.996873364,433.999994341284,3638,1526,17,4643,1217,29
Brooklyn,Borough Park,36047021400,0,14096,15945,32069,27917,2,6,3,8,11,6557.692547,20000,78.33333642,281300,591,980,632500,1712.00001873448,1706.00001866883,0,1482.00001621759,1390,0,61667.0006748245,186.000002035405,1445.00001581269,1136.00001243129,0,250000.00273576,430.000004705507,1811,1070,8,2152,1198,7
Brooklyn,Crown Heights North,36047021900,0,8685,20675,26469,30856,4,6,14,17,29,5161.458641,19843.75,89.71982477,187100,606,913,644100,4664,669,3927,3163,43,2939,46471,195,4235,32,3828,159200,406,3820,53,3432,3595,688,2410
Brooklyn,Borough Park,36047022000,0,11217,19271,24846,30914,4,8,11,11,19,7536.232231,24285.7151,89.20588154,350000,659,1043,715000,4218.999984283,4147.9999845475,16,3788.99998588488,3377,7,57499.9997857958,205.99999923259,4009.99998506159,3416.99998727068,15,234999.999124557,451.999998316169,4452,3481,26,4939,4244,55
Brooklyn,Crown Heights North,36047022100,0,8632,15492,21415,38606,4,1,7,10,33,5809.352591,16562.5,80.51401261,176200,525,959,611800,4199.00001564249,195.000000726432,3987,2830.00001054257,6,2679,44167.0001645349,178.000000663102,3650.00001359731,22.0000000819564,3271,178600.000665337,369.000001374632,3928,73,3381,3609,582,2363
Brooklyn,Borough Park,36047022200,0,13178,20336,25919,26670,6,10,7,14,21,7318.181641,28000,87.00704392,281000,696,1014,733100,3459.99994199723,3429.99994250014,12,3740.9999372866,3211,14,66666.9988824073,213.999996412545,3949.99993378296,3337.99994404241,5,249999.995809048,463.999992221594,4719,3902,68,4693,3977,24
Brooklyn,Clinton Hill,36047022700,0,6106,17695,31853,40660,3,4,9,13,43,4924.870629,23181.81892,80.09881742,196000,529,867,641900,4683.99997164495,100.999999388587,4553,2848.9999827533,11,2768,26249.9998410931,150.999999085907,3134.99998102197,38.9999997639097,2902,149999.99909196,340.999997935724,3406,89,2993,3454,516,2505
Brooklyn,Clinton Hill,36047022900,0,6644,18333,31202,51711,2,3,11,20,44,4907.801332,17187.5,77.18503573,194900,584,1066,636900,4710.00000877306,368.000000685453,4298,3374.00000628456,15,3266,36429.0000678543,165.000000307336,2960.00000551343,18.0000000335276,2798,115000.000214204,334.000000622123,3153,63,2809,3395,728,2171
Brooklyn,Clinton Hill,36047023100,0,7784,17740,35260,61020,2,9,13,30,52,5472.22238,13125,81.07142857,233300,585,1054,707100,3645,292,3328,2313,35,2147,35833,166,2490,101,2207,159400,338,2774,212,2198,3025,961,1540
Brooklyn,Clinton Hill,36047023500,0,7465,20959,21875,53125,6,3,3,6,42,5621.211826,14375,77.3509887,250000,547,1304,687500,3048.00002270937,1781.00001326948,1200,2040.00001519918,81,719,32188.0002398193,194.000001445413,2107.00001569837,69.0000005140901,708,106300.000791997,388.000002890825,1953,108,541,3928,2114,559
Brooklyn,Borough Park,36047023600,0,11042,20597,16941,31217,14,16,16,11,19,8924.418745,35937.49787,99.47598106,553600,691,1015,1000001,4550.00003390014,4525.00003371388,4,4471.00003331155,4340,17,119444.000889927,221.000001646578,4281.00003189594,4134.0000308007,13,466700.003477186,458.000003412366,5222,4887,5,5600,5249,13
Brooklyn,Borough Park,36047023800,0,15106,16987,23393,34123,11,16,12,12,24,8095.744856,32727.27358,103.8053102,473800,706,972,755500,4194.99996874481,4170.99996892363,10,3926.99997074157,3812,3,79999.9994039536,231.999998271465,4084.99996956438,3906.99997089058,6,388899.997102469,472.999996475875,4470,4107,12,4590,4367,7
Brooklyn,Borough Park,36047024000,0,13931,24923,27930,36769,6,15,11,21,21,8151.041845,32500,92.46621883,417500,678,860,717800,4387.00006128568,4340.0000606291,18,4281.00005980488,3981,15,86667.001210724,210.000002933666,4071.00005687121,3763.0000525685,13,400000.005587935,445.000006216578,4634,4316,14,4693,4378,39
Brooklyn,Borough Park,36047024200,0,14457,33056,29632,42054,5,12,13,12,22,9081.52161,23750,97.04545853,296900,763,1003,788800,2641.99999261834,2632.99999264348,0,2579.99999279156,2448,1,72894.9997963337,213.999999402091,2464.99999311287,2220.9999937946,12,274999.999231659,504.999998589046,2808,2449,6,2984,2624,5
Brooklyn,Bedford,36047024500,0,5231,21817,24352,47396,1,3,14,16,33,5442.857228,16250,80.88135343,206700,526,954,631000,5530.00003347639,294.000001779757,5195,3532.0000213813,9,3412,35000.0002118759,157.000000950415,3745.00002267072,19.0000001150183,3540,98400.0005956739,343.000002076384,3555,37,3180,3946,371,3000
Brooklyn,Borough Park,36047024600,0,17960,33355,41738,47917,,6,13,19,16,10232.76588,24786.60922,101.4265044,252400,722,959,593900,3186.98230970385,3173.972398855,1,2886.22118016726,2813.75538730621,4,51679.9117435364,220.061620101699,2604.99998059124,2207.99998354912,0,202499.998491257,526.999996073544,2911,1881,2,3256,2064,25
Brooklyn,Crown Heights North,36047024700,0,6198,20595,17964,33480,2,5,11,12,20,5065.57377,15000,81.84397244,190300,488,897,509500,2274.99997457489,103.999998837709,2158,2146.99997600541,17,2068,41249.9995389953,164.999998155981,2680.99997003749,14.9999998323619,2457,124999.998603016,336.999996233732,2349,25,1990,2316,187,1736
Brooklyn,Bensonhurst West,36047024800,8675,12132,27554,35086,48176,4,7,9,18,17,8675,25543.4772,85.87209459,270200,622,953,602900,2442.00000227429,2411.00000224542,0,2210.00000205822,2081,0,57925.0000539469,206.000000191852,2083.00000193994,1642.00000152923,0,210500.000196043,459.000000427477,2448,1437,8,2698,1304,14
Brooklyn,Bedford,36047024900,0,9045,18983,28449,43869,4,8,10,17,31,5243.24326,17678.57283,82.89473631,216000,559,834,692300,5000,88,4891,3843,13,3726,34375,163,4491,15,4157,118800,343,4240,40,3954,3823,364,3005
Brooklyn,Bensonhurst West,36047025000,0,13438,19524,43717,42404,4,2,7,16,23,8937.5,26617.64629,83.83333797,274700,654,1034,545300,1526.99999222273,1520.99999225329,0,1189.99999393913,1121,2,55384.9997179148,183.999999062857,1117.99999430584,802.999995910184,5,217099.998894273,457.999997667328,1532,606,3,1722,415,25
Brooklyn,Bensonhurst West,36047025200,0,12474,23216,29470,45968,2,6,9,21,17,7379.310479,27910.44769,80.9663874,270300,656,962,626600,4320.00004827976,4275.00004777685,2,3914.00004374236,3619,3,62090.0006939098,180.000002011657,3719.00004156306,2998.00003350526,10,216700.002421811,429.000004794449,4654,2806,19,4786,2183,50
Brooklyn,Bensonhurst West,36047025400,0,15110,26883,34803,41218,3,5,12,14,24,8491.935751,23642.85748,96.21428408,247500,659,902,567500,3336.00001126248,3271.00001104304,2,3037.00001025305,2829,2,50000.0001688022,202.000000681961,2875.00000970613,2004.00000676559,1,197100.000665418,491.000001657638,3379,1651,13,3500,1259,24
Brooklyn,Bensonhurst West,36047025600,0,14756,30956,40871,35417,4,4,9,15,20,9414.633537,24375,92.5490169,250200,644,737,618900,2934.0000081975,2895.00000808854,0,2692.00000752136,2536,0,55862.0001560766,206.000000575557,2542.00000710227,1969.00000550132,7,202500.000565778,481.000001343898,2956,1658,3,3058,1196,27
Brooklyn,Bensonhurst West,36047025800,0,14125,28966,31541,38796,4,11,12,21,23,7995.495733,25526.31527,89.64789108,306800,630,945,723100,4457.00003320724,4432.00003302097,6,4100.00003054738,3777,20,57500.0004284084,202.000001505017,4114.00003065169,3175.00002365559,14,231600.001725554,483.00000359863,4329,2866,17,4597,2195,42
Brooklyn,Bensonhurst West,36047026000,0,15887,29046,31651,41759,3,5,7,12,22,8320.512766,24400,89.76414991,284100,705,984,611500,3328.99997074023,3284.99997112696,2,3079.99997292878,2982,0,49999.9995605322,207.999998171814,2765.99997568864,2396.99997893191,1,216699.998095346,490.999995684426,3463,2044,6,3649,1471,8
Brooklyn,Bensonhurst West,36047026200,0,15847,25161,38000,41633,3,7,15,14,21,9189.189787,22397.25974,80.10869502,232100,643,817,594600,2408.00002018362,2394.00002006628,8,2162.00001812167,1992,2,50000.0004190952,188.000001575798,2034.00001704879,1677.00001405645,9,199000.001667999,486.000004073605,2364,1379,2,2374,948,20
Brooklyn,Bedford,36047026300,0,8623,18971,25417,33235,3,3,6,13,13,4493.243333,10000,82.46376559,168100,500,854,605200,1973.99994484708,190.999994663522,1770,1887.99994724989,18,1744,29999.9991618097,169.999995250255,1647.99995395541,10.9999996926636,1494,168799.995283782,324.999990919605,1877,4,1634,1868,60,1413
Brooklyn,Bensonhurst West,36047026400,0,11651,24386,30525,43184,3,7,8,13,18,7942.307756,22812.5,81.35135029,247000,669,909,633700,4104.99992258265,4059.99992343131,8,3856.99992725975,3675,2,55338.9989563462,191.999996379018,3759.9999290891,3182.99993997091,13,197299.996279064,466.999991192715,4440,2609,15,4592,1975,29
Brooklyn,Bensonhurst West,36047026600,9025,15323,27321,36458,52688,3,5,9,17,21,9025,27307.69087,100.8695638,318100,752,1010,677100,3566.00002656877,3535.0000263378,2,3342.00002489984,3175,2,63594.0004738122,225.000001676381,3110.00002317131,2626.00001956522,1,231900.00172779,527.000003926456,3399,2121,20,3733,1781,12
Brooklyn,Bedford,36047026700,0,6961,24492,32971,58250,2,8,13,15,31,5285.046943,17750,81.27516698,205800,524,1083,723200,5249.99996088445,42.999999679625,5183,3954.99997053295,17,3829,39999.9997019768,164.999998770654,3955.9999705255,24.9999998137355,3749,170799.998727441,355.999997347593,4151,11,3890,3920,293,3197
Brooklyn,Bensonhurst West,36047026800,0,14006,28240,32672,47315,5,4,9,21,19,8934.425734,29230.77069,95.06578791,297800,718,999,758900,4471.99993336201,4447.99993371964,11,3968.99994085729,3748,9,61999.999076128,213.999996811152,3761.99994394183,3232.99995182455,14,257099.996168911,494.999992623925,4017,3063,19,4188,2265,36
Brooklyn,Bedford,36047026900,0,7443,21291,26905,25982,2,3,11,11,34,5631.386534,17187.5,79.77157635,211400,571,937,658700,3450.99997428805,40.9999996945262,3384,2332.9999826178,4,2259,46249.9996554106,166.999998755753,2724.99997969717,14.9999998882413,2609,135399.998991191,368.999997250736,2809,34,2555,2770,218,2222
Brooklyn,Bensonhurst West,36047027000,0,13355,30172,28380,32917,9,11,18,28,32,8195.652584,38600,94.64912604,365300,627,834,551400,2399.99996423721,2375.99996459484,21,1906.99997158349,1797,23,68124.9989848584,210.999996855855,1961.99997076392,1653.99997535348,10,276299.995882809,485.999992758036,2337,1901,10,2449,1621,20
Brooklyn,Bensonhurst West,36047027200,0,13384,22011,32356,36094,6,7,11,23,24,8976.562603,27968.74897,84.96183292,234600,677,900,697900,2557.00001905113,2536.00001889467,1,3077.00002292544,2850,5,59569.0004438236,200.000001490116,2909.00002167374,2307.00001718849,9,229800.001712143,450.000003352761,3449,2370,6,3480,1699,9
Brooklyn,Stuyvesant Heights,36047027300,4635,9325,20332,29883,40187,3,9,16,13,25,4635,15000,79.80263764,214200,519,695,649100,3288.00002105255,38.000000243308,3216,2108.00001349719,25,2021,40000.0002561137,171.000001094886,3248.00002079643,17.0000001088483,3128,177500.001136505,343.000002196175,3061,22,2833,2813,127,2448
Brooklyn,Bensonhurst West,36047027400,9590,17917,30068,40691,41375,5,6,7,16,13,9590,25833.3342,96.47059133,309500,754,847,641600,2936.0000218749,2927.00002180785,1,2566.00001911819,2519,0,55488.0004134178,212.000001579523,2406.0000179261,2190.00001631677,1,215900.00160858,499.00000371784,2885,2067,9,3028,1504,11
Brooklyn,Bensonhurst West,36047027600,0,12188,25891,30496,34450,3,4,12,19,18,7155.17268,18593.75,83.10679834,316400,659,843,711100,3118.00002323091,3077.00002292544,5,2826.00002105534,2622,0,62273.00046397,189.00000140816,2812.00002095103,2322.00001730025,4,225000.001676381,463.000003449619,3331,2153,9,3694,1547,31
Brooklyn,Bensonhurst West,36047027800,0,11814,28083,24730,39575,6,5,14,19,14,9305.969697,24000,106.0396084,274500,636,837,594700,2820.00003414229,2782.00003368221,13,2684.00003249571,2464,22,51250.0006204937,224.000002712011,2423.00002933573,1921.00002325792,24,231300.002800394,455.000005508773,2758,1935,20,3220,1711,31
Brooklyn,Stuyvesant Heights,36047027900,0,10194,19825,19551,37337,1,6,9,8,22,4525.773352,15625,83.34821429,209900,555,665,561700,5786.99991376698,351.999994754791,5416,2971.99995571375,7,2880,27999.9995827675,186.999997213483,2862.99995733798,21.9999996721745,2712,128099.998091161,381.999994307756,3791,5,3493,3674,103,3111
Brooklyn,Bensonhurst West,36047028400,0,11292,25798,30727,35354,4,5,10,27,16,8447.76087,31363.6369,86.15384437,329400,662,865,705000,3514.00002618134,3479.00002592057,28,3357.0000250116,3038,2,58684.0004372299,198.000001475215,3509.00002614409,2481.00001848489,17,234400.001746416,460.000003427267,3826,2520,19,4003,2160,31
Brooklyn,Bushwick South,36047028501,4360,5521,12772,38438,59583,0,0,12,6,16,4360,,71.78571353,0,584,1177,-999,321.000002391636,176.000001311302,114,277.000002063811,3,37,45000.0003352761,174.000001296401,670.000004991889,19.000000141561,225,0,352.000002622604,1422,101,423,428,81,79
Brooklyn,Bensonhurst West,36047028800,0,16014,26487,32171,28407,5,11,11,19,19,8563.953107,29473.68367,87.54545969,303500,671,824,655100,2923,2859,6,2834,2449,11,54615,209,3115,2016,18,210700,468,3503,1945,17,3458,1526,33
Brooklyn,Bensonhurst West,36047029000,0,12962,26229,28634,38206,7,13,21,25,19,9801.470301,33750,99.29530411,264600,706,959,757500,3580.0000666827,3522.00006560236,19,3425.0000637956,3069,34,68214.0012705848,223.000004153699,3311.00006167218,2608.00004857779,39,250000.004656613,459.000008549541,3802,2673,24,3920,2685,39
Brooklyn,Stuyvesant Heights,36047029100,0,6626,21275,26155,30669,1,1,5,10,17,4609.271516,15625,83.32417574,186600,583,880,486400,4213.0000313893,58.0000004321337,4120,2597.00001934916,5,2557,30833.0002297238,168.000001251698,2063.00001537055,3.00000002235174,1944,122900.000915676,372.000002771616,2777,3,2517,3101,88,2502
Brooklyn,Stuyvesant Heights,36047029300,0,9198,15000,22500,29922,3,3,14,11,20,5478.632353,17000,81.54321289,205400,381,618,645300,3752.00005590916,51.0000007599592,3687,3137.00004674494,6,2895,35625.0005308539,158.000002354383,3435.00005118549,7.00000010430813,3090,137500.00204891,300.000004470348,3277,14,2879,3106,56,2519
Brooklyn,Bensonhurst West,36047029600,0,12175,23680,34824,37454,5,10,14,21,20,8737.864507,28888.89,97.17262045,311800,677,939,508300,4778.99998219684,4733.99998236448,11,4576.99998294935,4246,13,63749.9997625127,216.999999191612,4646.99998268858,3740.99998606369,42,274999.998975545,446.999998334795,5343,3746,24,5546,3443,40
Brooklyn,Crown Heights North,36047029700,0,12181,22639,33333,51944,,11,0,22,40,5200.636567,19687.50048,83.15534544,249400,645,1013,686100,4002.15694280086,45.6255810083865,3912.88940429688,3802.79299100334,22.8127899169922,3667.89990234375,49107.0010107012,191.999992755953,4053.73368654947,40.6662787248662,3796.841796875,181300.003910323,423.00002284289,3349,36,3124,3344,210,2888
Brooklyn,Bensonhurst East,36047029800,0,16250,25755,32385,41229,5,8,12,21,17,8589.742972,25740.73995,89.81651261,275700,685,891,688000,3484.99998864019,3456.99998873146,1,3108.99998986581,2960,4,57825.9998115087,208.999999318738,2836.99999075243,2412.99999213452,1,224999.999266583,487.999998409301,3355,2329,7,3717,1776,47
Brooklyn,Bensonhurst East,36047030000,0,15181,26372,37750,41213,1,6,10,20,11,9454.545825,29459.4589,102.2448946,297800,702,868,608400,3525,3512,6,3272,3118,0,55526,221,3032,2435,6,203800,493,3576,2045,15,4120,1621,34
Brooklyn,Crown Heights North,36047030500,0,8873,21017,28331,51696,2,5,8,12,37,4444.879185,,77.50003029,141396.7742,588.5678842,1185,451100,6758.99994195439,1582.99998424016,5046,4288.99995814078,313,3203,24583.3331913066,182.814431216702,4316.99995611794,137.999998293817,3423,128499.998617917,364.039281976842,4777,121,3684,5549,1540,2667
Brooklyn,Crown Heights North,36047030900,4150,9260,13514,13578,38933,0,3,3,3,8,4150,15625,81.48936396,185900,374,771,88600,1184.99999613734,60.9999998011626,1120,1656.99999459879,14,1455,22856.9999254947,164.999999462161,1629.9999946868,11.9999999608845,1418,106299.999653501,312.999998979736,1593,4,1304,1754,20,1427
Brooklyn,Crown Heights North,36047031701,0,8575,18990,27007,33514,4,4,15,15,21,6384.955915,19250,90.11261145,182400,538,875,727100,4631.00006900728,303.000004515052,4292,3360.0000500679,22,3254,67368.0010038614,189.000002816319,4411.00006572902,21.0000003129244,4173,181300.002701581,373.000005558133,3673,23,3414,3433,304,2791
Brooklyn,Crown Heights South,36047032300,0,10938,22279,29747,39375,10,14,13,17,26,6238.095272,25111.11229,94.2567607,213200,521,842,653200,4453.00006635487,1172.00001746416,3222,3482.00005188584,144,2853,43977.0006553084,195.000002905726,4071.00006066263,86.0000012814999,3496,182700.002722442,382.000005692244,3763,28,3152,3554,244,2778
Brooklyn,Seagate-Coney Island,36047032600,0,6044,8588,12041,27500,2,2,3,7,8,3382.608575,16250,75.3731303,151800,355,590,365300,5574.00007916568,4490.00006376999,924,6723.00009548455,641,3680,18750.0002663,150.0000021304,8435.00011979952,616.000008748844,4605,128400.001823623,248.000003522262,7247,644,3389,6948,949,2784
Brooklyn,Prospect Lefferts Gardens-Wingate,36047032900,0,11444,29347,27454,36113,6,10,11,11,22,6824.468433,22763.15888,93.24451809,173700,580,826,510600,5450.0000609085,2579.00002882257,2808,5449.00006089732,659,3979,42885.0004792772,202.000002257526,6782.00007579476,729.00000814721,5120,174300.001947954,409.000004570931,5856,707,4268,5582,1167,3544
Brooklyn,Crown Heights South,36047033100,7160,11972,20964,26954,34005,8,14,12,17,22,7160,25625,91.61654154,270000,536,811,735800,4134.99995378777,2195.99997545779,1877,4154.99995356426,1722,2217,57499.9993573874,192.999997843057,5022.9999438636,2319.99997407198,2518,222099.997517839,398.999995540828,4725,2240,2054,4520,2681,1570
Brooklyn,Crown Heights South,36047033300,9000,12500,28115,35625,40262,10,18,16,27,26,9000,28108.10692,99.17682449,273400,671,830,626700,4238.99988156371,1316.99996320345,2802,3875.99989170581,1104,2511,58737.9983588792,204.999994272366,4890.99986334704,2307.99993551522,2352,262699.992660247,434.99998784624,4491,2391,1767,4085,2621,1250
Brooklyn,Crown Heights North,36047033700,0,10638,25274,30763,42321,8,16,22,20,33,5708.333567,30384.61524,97.48690959,265800,651,895,629900,4773.00003556162,1252.00000932813,3389,4033.00003004819,563,2930,56250.0004190952,211.000001572073,4669.00003478676,1180.00000879169,2966,196300.001462549,442.000003293157,4541,1358,2779,4105,1929,1883
Brooklyn,Crown Heights North,36047033900,0,11135,25071,37519,39955,3,9,13,16,32,6588.982849,25500,100.2807009,202400,549,782,612000,5091.00003793091,588.000004380941,4444,3796.0000282824,36,3568,55745.0004153326,213.000001586974,4809.00003582984,37.0000002756715,4482,164700.001227111,365.000002719462,4541,23,4151,4376,375,3518
Brooklyn,Crown Heights North,36047034100,0,12338,23234,30909,37892,6,8,5,14,19,6416.666667,23181.81818,103.177568,219800,553,809,528500,3211.99990427494,207.999993801117,2975,3006.99991038442,114,2783,49285.9985311627,202.999993950129,3183.99990510941,37.9999988675117,2933,184999.99448657,381.999988615513,2779,40,2528,2607,185,2160
